drug,K_new,B,alpha,f1_baseline,f1_rappor,f1_dpseg,mi_baseline,mi_rappor,mi_dpseg,mi_ratio_rappor,mi_ratio_dpseg,privacy_utility_score,js_divergence,n,prevalence,epsilon,js_global
cocaine,639,30,0.7,0.0689125028261361,0.03720699491504403,0.03917575176710195,0.01013308479996462,0.0015687176401716638,0.00012811791443115083,0.154811458814313,0.012643525339055503,0.027155695681681555,0.44263480583665477,173729,0.019357735323405994,1.0,0.4409028347578777
crack,30,30,0.7,0.01402049148755874,0.006586021505376344,0.006586021505376344,0.00102089289490052,0.00014401209519279993,0.00014401209519279993,0.14106484226911292,0.14106484226911292,0.006164575262715511,0.06836581997949116,173729,0.0028895578746208177,1.0,0.4409028347578777
hallucinogens,639,30,0.7,0.12205111402359109,0.06839340699148705,0.06679746722554178,0.013547617218109237,0.0014260952726585664,0.00010925617239797671,0.10526539462247947,0.008064604324067621,0.04630240928285565,0.44263480583665477,173729,0.037564252370070626,1.0,0.4409028347578777
heroin,639,30,0.7,0.01641382740611788,0.006133032694475761,0.006202424584155625,0.004382365129632597,0.0014631422133578398,8.786941226573453e-05,0.3338704489647363,0.020050682603231923,0.004299372619502643,0.44263480583665477,173729,0.003154338078271331,1.0,0.4409028347578777
inhalants,30,30,0.7,0.031114246463446328,0.02494688506613666,0.02494688506613666,0.0007377620424283759,0.00010579147618086323,0.00010579147618086323,0.14339511942447727,0.14339511942447727,0.023350508411637085,0.06836581997949116,173729,0.012467693937108946,1.0,0.4409028347578777
marijuana,50,30,0.7,0.3604822766129257,0.3343548659540069,0.3387689212268676,0.0047273498041412836,0.00017139854972367946,0.00010927638243382566,0.03625679436151093,0.023115780926153733,0.31329513278913046,0.08130923774957821,173729,0.2363278439408504,1.0,0.4409028347578777
methamphetamine,30,30,0.7,0.028824184193567286,0.017322783367523038,0.017322783367523038,0.001942788225471155,0.0001134331455394802,0.0001134331455394802,0.05838677836951116,0.05838677836951116,0.01621428076747679,0.06836581997949116,173729,0.008593844435874264,1.0,0.4409028347578777
nicotine_vaping,100,30,0.7,0.3315920004221413,0.26615300866797875,0.27006178912983586,0.01345390745013925,0.0004062764219185373,0.00017636421357916914,0.030197652497924107,0.01310877261738141,0.22716653002082077,0.18882737305131847,115739,0.1784532439367888,1.0,0.4409028347578777
opioid_misuse,100,30,0.7,0.3450918450918451,0.30765581763078137,0.33352247926669576,0.006726545013631048,0.00022809867315593403,8.917259436823973e-05,0.03391022771626475,0.013256819687898526,0.28443293799662855,0.17258740009446105,173729,0.22239810279227992,1.0,0.4409028347578777
pain_reliever_misuse,100,30,0.7,0.34502011166476554,0.29764650309816887,0.2901136940109218,0.006577442855153931,0.00022952112964315504,9.099685434563794e-05,0.034895191748159034,0.01383468565969143,0.24741327937478336,0.17258740009446105,173729,0.22173039619176993,1.0,0.4409028347578777
sedative_misuse,100,30,0.7,0.09763983187843518,0.08024198909719452,0.08085075909481523,0.002386750277692715,0.0002390489298275149,0.0001074572791554804,0.10015665738545754,0.04502242239576063,0.0689507315943375,0.17258740009446105,173729,0.042117320654582714,1.0,0.4409028347578777
stimulant_misuse,200,30,0.7,0.1770980392156863,0.13996365438625474,0.13671361502347418,0.005658109447290805,0.0005714260155192732,0.00010186216834823627,0.10099239345624206,0.018002862846177276,0.10664657518613899,0.2819316024434609,173729,0.0796470364763511,1.0,0.4409028347578777
tobacco,639,30,0.7,0.4020994216561361,0.24690454750112562,0.2559002845142935,0.05429988181042541,0.0013125460276203354,0.00013551567656204348,0.02417217098561586,0.002495690083362666,0.1773839668077912,0.44263480583665477,173729,0.16289163006751894,1.0,0.4409028347578777
tranquilizer_misuse,639,30,0.7,0.25459719011203985,0.16796458461240185,0.16201832390191323,0.024262844133152273,0.0015433109460428079,9.818204880007947e-05,0.06360799820388979,0.004046600978074349,0.11230723343594283,0.44263480583665477,173729,0.09864213804258357,1.0,0.4409028347578777
