drug,K_new,B,alpha,f1_baseline,f1_rappor,f1_dpseg,mi_baseline,mi_rappor,mi_dpseg,mi_ratio_rappor,mi_ratio_dpseg,privacy_utility_score,js_divergence,n,prevalence,epsilon,js_global
nicotine_vaping,639,30,0.7,0.41171348700792815,0.25539394472030585,0.23532789709429194,0.05483569776743507,0.002185499359189127,0.00016941790196067785,0.03985541259013605,0.0030895549588736883,0.16738135118814346,0.4059385673722625,115739,0.1784532439367888,10.0,0.4003606511606134
nicotine_vaping,639,30,0.7,0.41171348700792815,0.25539394472030585,0.23532789709429194,0.05483569776743507,0.002185499359189127,0.00016941790196067785,0.03985541259013605,0.0030895549588736883,0.16738135118814346,0.4059385673722625,115739,0.1784532439367888,10.0,0.4003606511606134
nicotine_vaping,500,30,0.7,0.3941813509544787,0.25698175198685785,0.26745770865068547,0.045080112185814473,0.00180256555080324,0.00013917485039391386,0.039985826640654636,0.0030872782618697327,0.19326466711710674,0.38389345885258064,115739,0.1784532439367888,10.0,0.4003606511606134
nicotine_vaping,200,30,0.7,0.3560087090435983,0.26337558372248165,0.2550674870033863,0.02190087468053087,0.0007358543488845326,0.00013842552370183577,0.0335993132520265,0.0063205477279357864,0.20816296918310062,0.22532594536076359,115739,0.1784532439367888,10.0,0.4003606511606134
nicotine_vaping,100,30,0.7,0.3315920004221413,0.27315275474479456,0.2647165186643629,0.01345390745013925,0.00035758225893334466,0.00012669993533234898,0.026578320109496786,0.009417333648377194,0.23742219431238704,0.11496113255554996,115739,0.1784532439367888,10.0,0.4003606511606134
nicotine_vaping,50,30,0.7,0.29752611324903794,0.2606057979806734,0.24860870785203198,0.00606910049278784,0.00014646383500315093,0.0001040822986841052,0.024132708821875643,0.017149542804208044,0.23993458508464222,0.036152031872894806,115739,0.1784532439367888,10.0,0.4003606511606134
nicotine_vaping,30,30,0.7,0.2899420319332859,0.23408735086109161,0.23408735086109161,0.003335479488719619,0.00010978814608731834,0.00010978814608731834,0.0329152514529365,0.0329152514529365,0.22886988018798046,0.022796667996792863,115739,0.1784532439367888,10.0,0.4003606511606134
