drug,K_new,B,alpha,f1_baseline,f1_rappor,f1_dpseg,mi_baseline,mi_rappor,mi_dpseg,mi_ratio_rappor,mi_ratio_dpseg,privacy_utility_score,js_divergence,n,prevalence,epsilon,js_global
cocaine,639,30,0.7,0.0689125028261361,0.03767487684729064,0.036788192532217205,0.01013308479996462,0.0017036475153351554,6.486890685503577e-05,0.16812723360818058,0.0064016938706821305,0.026226247068123303,0.40272424173611265,173729,0.019357735323405994,10.0,0.4003606511606134
cocaine,500,30,0.7,0.06696326193643076,0.03674911660777385,0.036590082772491685,0.008858294207835111,0.001124166112796531,6.469737208026488e-05,0.1269054838799791,0.007303592606242455,0.026541888756510753,0.3785787103608479,173729,0.019357735323405994,10.0,0.4003606511606134
cocaine,200,30,0.7,0.05994769664051499,0.039328273095528374,0.04003354358843476,0.004511599967280672,0.0005674885018535862,0.00011547936453765243,0.125784312875513,0.025596100136346226,0.03306322410990892,0.21081790013445373,173729,0.019357735323405994,10.0,0.4003606511606134
cocaine,100,30,0.7,0.05619350109943806,0.037914691943127965,0.03812497730656113,0.003167671012500452,0.0002648680155157357,8.134988509604266e-05,0.08361601140727612,0.02568129227278177,0.03457018075609055,0.10282840507984028,173729,0.019357735323405994,10.0,0.4003606511606134
cocaine,50,30,0.7,0.05049809484460359,0.03868398596757372,0.03828046183163322,0.001493650399688755,0.0001509501361993523,8.880653481005089e-05,0.10106122304845036,0.05945603792464173,0.03714828388142172,0.030477261179155557,173729,0.019357735323405994,10.0,0.4003606511606134
cocaine,30,30,0.7,0.05156537753222836,0.03708066134450116,0.03708066134450116,0.0011948707621762802,7.229373041727586e-05,7.229373041727586e-05,0.060503388906766396,0.060503388906766396,0.036427710817649145,0.0179245555703616,173729,0.019357735323405994,10.0,0.4003606511606134
