drug,K_new,B,alpha,f1_baseline,f1_rappor,f1_dpseg,mi_baseline,mi_rappor,mi_dpseg,mi_ratio_rappor,mi_ratio_dpseg,privacy_utility_score,js_divergence,n,prevalence,epsilon,js_global
sedative_misuse,50,30,0.7,0.09540993706816882,0.08007885523945481,0.07797169964057896,0.001670962971867062,0.0001253276576856394,6.156813911196047e-05,0.07500325249314392,0.03684590272109194,0.07538648084396635,0.03429287012300582,173729,0.042117320654582714,3.0,0.4052837335586774
sedative_misuse,30,30,0.7,0.09289472688041792,0.07952828450340887,0.07952828450340887,0.0013180375941970956,6.705575898539195e-05,6.705575898539197e-05,0.050875452476179236,0.05087545247617925,0.07785831816842216,0.02144878510442841,173729,0.042117320654582714,3.0,0.4052837335586774
stimulant_misuse,639,30,0.7,0.19544951244776226,0.1361079865016873,0.13434851098942316,0.01357721918821553,0.0015460359831926352,0.00010800333197108448,0.11386985521560491,0.00795474614307081,0.09565866385191002,0.4044573233576545,173729,0.0796470364763511,3.0,0.4052837335586774
stimulant_misuse,500,30,0.7,0.18878396886037627,0.13639583122533644,0.12693093583980383,0.011148131944140775,0.001207322429335217,5.891482733562381e-05,0.1082981826358595,0.005284726412534812,0.09195319110669312,0.3803864152199581,173729,0.0796470364763511,3.0,0.4052837335586774
stimulant_misuse,200,30,0.7,0.1770980392156863,0.13933256303948888,0.14157228514323783,0.005658109447290805,0.0005457359981171264,0.00014091855105109134,0.09645200454339632,0.024905589466560327,0.11654171127522947,0.2147778129745767,173729,0.0796470364763511,3.0,0.4052837335586774
stimulant_misuse,100,30,0.7,0.17010392984735304,0.13627142357467645,0.13767908309455587,0.0036083114393914194,0.00022402779684659418,0.00010491471223927885,0.06208660217100852,0.029075847249198046,0.12379504873366695,0.11215338984000131,173729,0.0796470364763511,3.0,0.4052837335586774
stimulant_misuse,50,30,0.7,0.16246635674088575,0.1383381973097179,0.14127756745387898,0.002097259226189446,0.0001161649326101088,9.115495249982367e-05,0.05538892434445088,0.043463846224410234,0.1365933881349073,0.03429287012300582,173729,0.0796470364763511,3.0,0.4052837335586774
stimulant_misuse,30,30,0.7,0.1588785046728972,0.13481684354673057,0.13481684354673057,0.001589062986407829,7.691911035351296e-05,7.691911035351295e-05,0.0484053250320764,0.04840532503207639,0.13198590620766903,0.02144878510442841,173729,0.0796470364763511,3.0,0.4052837335586774
pain_reliever_misuse,639,30,0.7,0.39048679046335893,0.30887950362375516,0.3147572231139647,0.019851978802733566,0.0014620019695250537,9.075827869259702e-05,0.07364515064481833,0.0045717497280472535,0.22411305625255348,0.4044573233576545,173729,0.22173039619176993,3.0,0.4052837335586774
pain_reliever_misuse,500,30,0.7,0.38633894223710097,0.3097947518836061,0.3165172085566855,0.01798333316084559,0.001168840093501561,5.896680040195536e-05,0.06499574261608138,0.003278969469927937,0.22929609062129896,0.3803864152199581,173729,0.22173039619176993,3.0,0.4052837335586774
pain_reliever_misuse,200,30,0.7,0.3481834621075127,0.3026308592681726,0.3095828224060111,0.010633688290719204,0.00045106048010988147,8.139108101440579e-05,0.042418064906374474,0.007654078132555543,0.2548472807944593,0.2147778129745767,173729,0.22173039619176993,3.0,0.4052837335586774
pain_reliever_misuse,100,30,0.7,0.34502011166476554,0.2989467771380424,0.30579606242761814,0.006577442855153931,0.00020573932678377978,7.458344703054672e-05,0.031279530862448654,0.011339277082750307,0.2749585310993937,0.11215338984000131,173729,0.22173039619176993,3.0,0.4052837335586774
pain_reliever_misuse,50,30,0.7,0.33834336347415855,0.32745913361054274,0.33828242261977204,0.00475994107146705,0.00011915503172420304,8.891927925853293e-05,0.025032879595603595,0.018680752119296158,0.32706637780413295,0.03429287012300582,173729,0.22173039619176993,3.0,0.4052837335586774
pain_reliever_misuse,30,30,0.7,0.353451266042317,0.33754512635379064,0.33754512635379064,0.004154137341575107,9.484800640373987e-05,9.484800640373987e-05,0.022832178766573168,0.022832178766573168,0.33045722044623266,0.02144878510442841,173729,0.22173039619176993,3.0,0.4052837335586774
