group,members,K_new,B,alpha,f1_baseline,f1_rappor,f1_dpseg,mi_baseline,mi_rappor,mi_dpseg,mi_ratio_rappor,mi_ratio_dpseg,privacy_utility_score,js_divergence,n,prevalence,epsilon,js_global
illicit,"marijuana,cocaine,crack,heroin,methamphetamine,inhalants,hallucinogens",639,30,0.7,0.46704049200237735,0.325445037240505,0.32670077695660416,0.038761922583588224,0.0014251460324483309,0.00013002691564529406,0.036766649780466176,0.00335450119546824,0.23261709097401145,0.4044573233576545,173729,0.24872646478135488,3.0,0.4052837335586774
nicotine,"tobacco,nicotine_vaping",100,30,0.7,0.4048957043527955,0.3395664275353797,0.35644942412749225,0.016369224450252063,0.00035800448951847847,0.00015520179109427016,0.021870583460230193,0.009481316085923685,0.31711307495500224,0.124045182236878,115739,0.2595927042742723,3.0,0.4052837335586774
prescription_misuse,"opioid_misuse,tranquilizer_misuse,sedative_misuse,stimulant_misuse,pain_reliever_misuse",50,30,0.7,0.4377813794345399,0.39305575026870415,0.39422224296448405,0.004107915383927057,0.00011905998856080909,9.856638764604983e-05,0.028983067427983615,0.02399425948054047,0.3811514652688268,0.03429287012300582,173729,0.3195033644354138,3.0,0.4052837335586774
