drug,K_new,B,alpha,acc_baseline,acc_rappor,acc_dpseg,mi_baseline,mi_rappor,mi_dpseg,mi_ratio_rappor,mi_ratio_dpseg,privacy_utility_score,js_divergence,n,prevalence,epsilon,js_global
cocaine,50,30,0.7,0.045279033695257584,0.028565598857376046,0.03786602168870561,0.001493650399688755,0.00012149136274801855,7.738534653480857e-05,0.08133855336786625,0.051809544288900555,0.03661054115571956,0.03429287012300582,173729,0.019357735323405994,3,0.4052837335586774
crack,100,30,0.7,0.007576173483392808,0.005856340384845225,0.00954328561690525,0.0013665412230650415,0.0003129726771630114,0.00011720262097921219,0.22902541970965135,0.08576588763003884,0.008580907727375792,0.11215338984000131,173729,0.0028895578746208177,3,0.4052837335586774
hallucinogens,30,30,0.7,0.0815896239976999,0.07209401213808032,0.07209401213808032,0.0009774999245810213,6.118450757395383e-05,6.118450757395383e-05,0.06259285145231996,0.06259285145231996,0.07058015359106795,0.02144878510442841,173729,0.037564252370070626,3,0.4052837335586774
heroin,50,30,0.7,0.008182636445462728,0.0052968439638048995,0.006237722016323389,0.001038095078058747,0.0001302860269805045,7.178259967651054e-05,0.12550490772400277,0.06914838649533438,0.006030904975281858,0.03429287012300582,173729,0.003154338078271331,3,0.4052837335586774
inhalants,50,30,0.7,0.028409660286601864,0.024236472552293036,0.02916160388821385,0.0009287244934430101,0.00011974158853140103,7.141966652308464e-05,0.12893122705043505,0.07690081076500348,0.02819472581759723,0.03429287012300582,173729,0.012467693937108946,3,0.4052837335586774
marijuana,30,30,0.7,0.3307784130175284,0.3748332888770339,0.3748332888770339,0.003614835143632553,7.91228182137409e-05,7.912281821374084e-05,0.02188836145214364,0.021888361452143623,0.36696239140243586,0.02144878510442841,173729,0.2363278439408504,3,0.4052837335586774
methamphetamine,50,30,0.7,0.022916951703379394,0.017165744802593936,0.019853462538406995,0.002166292269273781,0.00014565033512772927,7.792603556584972e-05,0.06723484969853882,0.035972078500734035,0.019195203903944413,0.03429287012300582,173729,0.008593844435874264,3,0.4052837335586774
nicotine_vaping,30,30,0.7,0.2996251816721487,0.29861184141339786,0.29861184141339786,0.003335479488719619,7.562225969074397e-05,7.562225969074397e-05,0.022672080564876407,0.022672080564876407,0.29061042116312885,0.02753314976883626,115739,0.1784532439367888,3,0.4052837335586774
opioid_misuse,30,30,0.7,0.3560552491396785,0.3561933116388562,0.3561933116388562,0.004249929744636145,9.492442645760445e-05,9.492442645760439e-05,0.02233552838783017,0.02233552838783016,0.34871382376987264,0.02144878510442841,173729,0.22239810279227992,3,0.4052837335586774
pain_reliever_misuse,30,30,0.7,0.36474991493705344,0.3560665175397527,0.3560665175397527,0.004154137341575107,9.484800640373987e-05,9.484800640373987e-05,0.022832178766573168,0.022832178766573168,0.3485896921433511,0.02144878510442841,173729,0.22173039619176993,3,0.4052837335586774
sedative_misuse,50,30,0.7,0.08844333621698641,0.045112781954887216,0.08039120628965285,0.001670962971867062,0.0001253276576856394,6.156813911196047e-05,0.07500325249314392,0.03684590272109194,0.07772576666809289,0.03429287012300582,173729,0.042117320654582714,3,0.4052837335586774
stimulant_misuse,50,30,0.7,0.14842175957018133,0.14726431528274675,0.14715201810637496,0.002097259226189446,0.0001161649326101088,9.115495249982367e-05,0.05538892434445088,0.043463846224410234,0.1422730663210262,0.03429287012300582,173729,0.0796470364763511,3,0.4052837335586774
tobacco,50,30,0.7,0.31112289539970833,0.11551356293812862,0.2763694314728337,0.010738609785145636,0.00011865854016081945,6.34185736945298e-05,0.01104971151153624,0.0059056595745060605,0.2672061651551033,0.03429287012300582,173729,0.16289163006751894,3,0.4052837335586774
tranquilizer_misuse,30,30,0.7,0.18263103802672148,0.17917478307065698,0.17917478307065698,0.003255478406919045,8.15750345880217e-05,8.15750345880217e-05,0.025057771667182878,0.025057771667182878,0.17541240019423876,0.02144878510442841,173729,0.09864213804258357,3,0.4052837335586774
