drug,K_new,B,alpha,f1_baseline,f1_rappor,f1_dpseg,mi_baseline,mi_rappor,mi_dpseg,mi_ratio_rappor,mi_ratio_dpseg,privacy_utility_score,js_divergence,n,prevalence,epsilon,js_global
marijuana,639,30,0.7,0.45830195049736383,0.31568056198437117,0.32344754289184674,0.039295271960494954,0.0014707024547579379,8.228281584232613e-05,0.03742695702008352,0.0020939622437286657,0.23061738210633123,0.4025288984622769,173729,0.2363278439408504,5.0,0.40247649792706774
marijuana,500,30,0.7,0.44691527572364254,0.3272035827766519,0.3277279428300142,0.033961587639407334,0.001222062436602634,8.135626715595696e-05,0.03598366629905763,0.0023955378064114763,0.23770214330301556,0.3787336465546146,173729,0.2363278439408504,5.0,0.40247649792706774
marijuana,200,30,0.7,0.39823008849557523,0.3119725085910653,0.333253393448127,0.016369444194309746,0.00045564820913520434,9.705640192321952e-05,0.027835288952180442,0.0059291201809379525,0.27502279125949414,0.21173009670202259,173729,0.2363278439408504,5.0,0.40247649792706774
marijuana,100,30,0.7,0.3780324027773809,0.32509586706433746,0.25840280659398696,0.011052527670744132,0.00033911831580696436,0.00014747723611733014,0.030682421787063718,0.013343303949168123,0.2341844370077789,0.10341579438689859,173729,0.2363278439408504,5.0,0.40247649792706774
marijuana,50,30,0.7,0.3604822766129257,0.3436798309338264,0.3146170690167879,0.0047273498041412836,0.00013020600984829113,9.645208840373867e-05,0.02754312992328751,0.020402993727953893,0.30529551718147874,0.030532881456520194,173729,0.2363278439408504,5.0,0.40247649792706774
marijuana,30,30,0.7,0.3226515656229181,0.32242834783054936,0.32242834783054936,0.003614835143632553,7.343073412240878e-05,7.343073412240878e-05,0.0203137158970459,0.0203137158970459,0.31667305676267105,0.018174236629773022,173729,0.2363278439408504,5.0,0.40247649792706774
cocaine,639,30,0.7,0.0689125028261361,0.03898793810664825,0.03693534868934424,0.01013308479996462,0.0017263286724508266,6.90706250563866e-05,0.17036556058988614,0.006816347284158499,0.026334821856319614,0.4025288984622769,173729,0.019357735323405994,5.0,0.40247649792706774
cocaine,500,30,0.7,0.06696326193643076,0.03714063714063714,0.03839478251722506,0.008858294207835111,0.001096313385369093,0.00010427506941588108,0.12376122983129302,0.011771461521751035,0.027847860689533228,0.3787336465546146,173729,0.019357735323405994,5.0,0.40247649792706774
cocaine,200,30,0.7,0.05994769664051499,0.03795491852504304,0.03973335093393175,0.004511599967280672,0.0005489343076247317,0.000132804615300345,0.12167175982040739,0.02943625681875156,0.032790595069045816,0.21173009670202259,173729,0.019357735323405994,5.0,0.40247649792706774
cocaine,100,30,0.7,0.05619350109943806,0.03790630245688997,0.03731763279795662,0.003167671012500452,0.00030852283142454866,7.905831742139073e-05,0.09739737182524243,0.024957868765224066,0.03382010026301262,0.10341579438689859,173729,0.019357735323405994,5.0,0.40247649792706774
