group,members,n,prevalence,B,alpha,acc_tree_baseline,acc_tree_rappor,acc_tree_dpseg,acc_logreg_baseline,acc_logreg_rappor,acc_logreg_dpseg,delta_tree_rappor,delta_tree_dpseg,delta_logreg_rappor,delta_logreg_dpseg,match_rappor,hamming_rappor,match_dpseg,hamming_dpseg,sim_rappor,sim_dpseg,leaves_base,leaves_rappor,leaves_dpseg,depth_base,depth_rappor,depth_dpseg,mi_baseline,mi_rappor,mi_dpseg,mi_ratio_rappor,mi_ratio_dpseg,epsilon,js_global
illicit,"marijuana,cocaine,crack,heroin,methamphetamine,inhalants,hallucinogens",173729,0.24872646478135488,30,0.7,0.4153650038242543,0.39763445177030093,0.38217268198272464,0.46702914422655706,0.3217506703138965,0.3421755817907982,-0.017730552053953352,-0.03319232184152965,-0.14527847391266058,-0.12485356243575885,0.00299316751952754,0.9970068324804725,0.045018390711970946,0.954981609288029,1.0,1.0,5,5,5,5,5,5,0.038761922583588224,0.0014503456560046733,0.00012078067070900658,0.03741676261999318,0.003115961816613943,10,0.4003606511606134
nicotine,"tobacco,nicotine_vaping",115739,0.2595927042742723,30,0.7,0.4377513087019194,0.4116417430455057,0.4068474560129521,0.49712523956336974,0.34173222361570327,0.33922153399097654,-0.026109565656413702,-0.030903852688967337,-0.15539301594766647,-0.1579037055723932,0.0031018066511720337,0.996898193348828,0.036366306949256515,0.9636336930507435,1.0,1.0,5,5,5,5,5,5,0.0581650287371821,0.002498229576123127,9.779248283734191e-05,0.042950715066459325,0.0016812934672346838,10,0.4003606511606134
prescription_misuse,"opioid_misuse,tranquilizer_misuse,sedative_misuse,stimulant_misuse,pain_reliever_misuse",173729,0.3195033644354138,30,0.7,0.4872345648705045,0.484105940969086,0.17181006278185515,0.47861176413562445,0.39317034590244015,0.40294078568581426,-0.0031286239014184924,-0.31542450208864936,-0.0854414182331843,-0.07567097844981019,0.0030737527988994352,0.9969262472011006,0.050768726004294044,0.949231273995706,1.0,1.0,5,5,5,5,5,5,0.02312494244032078,0.0016967450070889405,9.657152860006579e-05,0.0733729396934838,0.004176076496159538,10,0.4003606511606134
