drug,K_new,B,alpha,acc_baseline,acc_rappor,acc_dpseg,mi_baseline,mi_rappor,mi_dpseg,mi_ratio_rappor,mi_ratio_dpseg,privacy_utility_score,js_divergence,n,prevalence
methamphetamine,1500,30,0.7,0.004454342984409799,0.0,0.0,0.010636678283239633,0.003359575040584018,0.00010671976974256517,0.3158481389700155,0.010033185821811029,0.0,0.5403230178522054,173729,0.008593844435874264
methamphetamine,1000,30,0.7,0.0,0.0,0.0,0.008686665635635459,0.0023086994803444855,0.00011591374595811227,0.26577510602842447,0.013343871034082088,0.0,0.5185541510238497,173729,0.008593844435874264
methamphetamine,500,30,0.7,0.0,0.0,0.0,0.006368546719130879,0.0011469570615572282,6.416040377023512e-05,0.18009714180345282,0.01007457534660139,0.0,0.4086522782623765,173729,0.008593844435874264
methamphetamine,200,30,0.7,0.0,0.0,0.0,0.0037000344801521434,0.00042894431781280624,9.758164791746636e-05,0.11592981636083788,0.02637317258553057,0.0,0.3110069354915299,173729,0.008593844435874264
methamphetamine,100,30,0.7,0.0,0.0,0.0,0.0028748750847355144,0.00017940036343787303,6.520989342011712e-05,0.062402837740818805,0.02268268759444773,0.0,0.16819123240061928,173729,0.008593844435874264
methamphetamine,50,30,0.7,0.0,0.0,0.0,0.002375317214388335,0.00012207544429197476,7.301454846252974e-05,0.05139332277495841,0.030738862169755136,0.0,0.08411959626839256,173729,0.008593844435874264
methamphetamine,30,30,0.7,0.0,0.0,0.0,0.002046469036207642,6.0435688827379115e-05,6.0435688827379115e-05,0.029531689831659443,0.029531689831659443,0.0,0.0693666781336821,173729,0.008593844435874264
