drug,K_new,B,alpha,acc_baseline,acc_rappor,acc_dpseg,mi_baseline,mi_rappor,mi_dpseg,mi_ratio_rappor,mi_ratio_dpseg,privacy_utility_score,js_divergence,n,prevalence,epsilon,js_global
marijuana,639,30,0.7,0.3987220008245156,0.009223918575063612,0.36921310391621287,0.039295271960494954,0.001572756304559142,9.104789243728176e-05,0.04002405953928234,0.0023170190176776406,0.2632114658967098,0.40272424173611265,173729,0.2363278439408504,10,0.4003606511606134
marijuana,639,30,0.7,0.3987220008245156,0.009223918575063612,0.36921310391621287,0.039295271960494954,0.001572756304559142,9.104789243728176e-05,0.04002405953928234,0.0023170190176776406,0.2632114658967098,0.40272424173611265,173729,0.2363278439408504,10,0.4003606511606134
marijuana,500,30,0.7,0.3987103157679251,0.3816216891554223,0.36594872545610924,0.033961587639407334,0.0011349979920619022,8.034681828846782e-05,0.033420051032741094,0.002365814553240655,0.26545363184980625,0.3785787103608479,173729,0.2363278439408504,10,0.4003606511606134
marijuana,200,30,0.7,0.3882672037160351,0.023998153988154757,0.3713531512568796,0.016369444194309746,0.0004615316616347744,8.466721774016191e-05,0.028194705706331157,0.005172271992569757,0.3066961193880956,0.21081790013445373,173729,0.2363278439408504,10,0.4003606511606134
marijuana,100,30,0.7,0.3954599089734225,0.025571901717630748,0.0920257360109183,0.011052527670744132,0.0003328342200698205,0.00012229024042048316,0.03011385539896249,0.011064459105059155,0.08344519925949496,0.10282840507984028,173729,0.2363278439408504,10,0.4003606511606134
marijuana,50,30,0.7,0.3702213279678068,0.3773455265267394,0.2590192902370785,0.0047273498041412836,0.00014343460565001995,0.00010610440115946945,0.030341441101812992,0.02244479582757324,0.2513585694658489,0.030477261179155557,173729,0.2363278439408504,10,0.4003606511606134
marijuana,30,30,0.7,0.3307784130175284,0.37641441559290995,0.37641441559290995,0.003614835143632553,7.173765278818277e-05,7.173765278818277e-05,0.0198453456209606,0.0198453456209606,0.36978616296568084,0.0179245555703616,173729,0.2363278439408504,10,0.4003606511606134
cocaine,639,30,0.7,0.04237214927436075,0.03798818822632882,0.03751696362124064,0.01013308479996462,0.0017036475153351554,6.486890685503577e-05,0.16812723360818058,0.0064016938706821305,0.026745786880254488,0.40272424173611265,173729,0.019357735323405994,10,0.4003606511606134
cocaine,639,30,0.7,0.04237214927436075,0.03798818822632882,0.03751696362124064,0.01013308479996462,0.0017036475153351554,6.486890685503577e-05,0.16812723360818058,0.0064016938706821305,0.026745786880254488,0.40272424173611265,173729,0.019357735323405994,10,0.4003606511606134
cocaine,500,30,0.7,0.04237214927436075,0.03802007247339164,0.037473046214814384,0.008858294207835111,0.001124166112796531,6.469737208026488e-05,0.1269054838799791,0.007303592606242455,0.02718237698956317,0.3785787103608479,173729,0.019357735323405994,10,0.4003606511606134
cocaine,200,30,0.7,0.042332304112408826,0.037932560063092695,0.03860716280801937,0.004511599967280672,0.0005674885018535862,0.00011547936453765243,0.125784312875513,0.025596100136346226,0.03188519330919396,0.21081790013445373,173729,0.019357735323405994,10,0.4003606511606134
cocaine,100,30,0.7,0.044691929418571016,0.03824247355573637,0.03760363850020673,0.003167671012500452,0.0002648680155157357,8.134988509604266e-05,0.08361601140727612,0.02568129227278177,0.03409745190366618,0.10282840507984028,173729,0.019357735323405994,10,0.4003606511606134
cocaine,50,30,0.7,0.045279033695257584,0.027708850289495452,0.03790023959921586,0.001493650399688755,0.0001509501361993523,8.880653481005089e-05,0.10106122304845036,0.05945603792464173,0.036779307052197674,0.030477261179155557,173729,0.019357735323405994,10,0.4003606511606134
cocaine,30,30,0.7,0.0492091388400703,0.037682032740785375,0.037682032740785375,0.0011948707621762802,7.229373041727586e-05,7.229373041727586e-05,0.060503388906766396,0.060503388906766396,0.03701849271105505,0.0179245555703616,173729,0.019357735323405994,10,0.4003606511606134
crack,639,30,0.7,0.006547579812361304,0.0,0.005063291139240506,0.00417744958071124,0.001477426347542352,8.711851123942471e-05,0.35366706862583125,0.020854473418825122,0.0036096126299020917,0.40272424173611265,173729,0.0028895578746208177,10,0.4003606511606134
crack,639,30,0.7,0.006547579812361304,0.0,0.005063291139240506,0.00417744958071124,0.001477426347542352,8.711851123942471e-05,0.35366706862583125,0.020854473418825122,0.0036096126299020917,0.40272424173611265,173729,0.0028895578746208177,10,0.4003606511606134
crack,500,30,0.7,0.006660344485367091,0.00904977375565611,0.005888437972467574,0.0036215757427369667,0.001183651320779521,8.25986700530546e-05,0.3268332363759951,0.022807384387501874,0.00427138322114829,0.3785787103608479,173729,0.0028895578746208177,10,0.4003606511606134
crack,200,30,0.7,0.0068181287505545566,0.005720114402288046,0.005560250878519639,0.0021859165332659847,0.0005280838782493222,5.5012338933247585e-05,0.24158464891626505,0.025166715240976505,0.0045921445973851295,0.21081790013445373,173729,0.0028895578746208177,10,0.4003606511606134
crack,100,30,0.7,0.007576173483392808,0.005811345775073617,0.005306569764088366,0.0013665412230650415,0.0002581652583483452,6.830006713292279e-05,0.18891874902192954,0.049980246464670315,0.00481178190518605,0.10282840507984028,173729,0.0028895578746208177,10,0.4003606511606134
