group,members,n,prevalence,B,alpha,f1_tree_baseline,f1_tree_rappor,f1_tree_dpseg,f1_logreg_baseline,f1_logreg_rappor,f1_logreg_dpseg,delta_tree_rappor,delta_tree_dpseg,delta_logreg_rappor,delta_logreg_dpseg,match_rappor,hamming_rappor,match_dpseg,hamming_dpseg,sim_rappor,sim_dpseg,leaves_base,leaves_rappor,leaves_dpseg,depth_base,depth_rappor,depth_dpseg,mi_baseline,mi_rappor,mi_dpseg,mi_ratio_rappor,mi_ratio_dpseg,epsilon,js_global
illicit,"marijuana,cocaine,crack,heroin,methamphetamine,inhalants,hallucinogens",173729,0.24872646478135488,30,0.7,0.46704049200237735,0.33846928499496476,0.34041623157434614,0.46702914422655706,0.33783783783783783,0.34041623157434614,-0.1285712070074126,-0.1266242604280312,-0.12919130638871923,-0.12661291265221092,0.0032176550834921054,0.9967823449165079,0.045450097565748956,0.9545499024342511,0.645090909090909,0.02260327357755261,627,505,30,627,505,30,0.038761922583588224,0.0014921304334774609,7.554226170382317e-05,0.0384947477839819,0.0019488780914032298,3.0,0.4052837335586774
nicotine,"tobacco,nicotine_vaping",115739,0.2595927042742723,30,0.7,0.4967758144209028,0.32901812387970525,0.3404287382737445,0.49712523956336974,0.3281694087506505,0.3404287382737445,-0.16775769054119755,-0.15634707614715831,-0.16895583081271925,-0.15669650128962526,0.002747561323322303,0.9972524386766777,0.03533813148549754,0.9646618685145024,0.696319018404908,0.02348178137651822,603,504,30,603,504,30,0.0581650287371821,0.0020298080746335573,8.675836837448644e-05,0.03489739657492851,0.0014915898824103219,3.0,0.4052837335586774
prescription_misuse,"opioid_misuse,tranquilizer_misuse,sedative_misuse,stimulant_misuse,pain_reliever_misuse",173729,0.3195033644354138,30,0.7,0.477147235533069,0.3868422303560394,0.38549499868700615,0.47861176413562445,0.3829067266091412,0.379867278227774,-0.09030500517702961,-0.09165223684606283,-0.09570503752648324,-0.09874448590785045,0.0032752159973291734,0.9967247840026708,0.05042911661265534,0.9495708833873446,0.6467153284671533,0.022673964034401875,625,504,30,625,504,30,0.02312494244032078,0.0015124412378449748,8.941205361682287e-05,0.0654030271317724,0.003866476807350816,3.0,0.4052837335586774
