group,members,K_new,B,alpha,acc_baseline,acc_rappor,acc_dpseg,mi_baseline,mi_rappor,mi_dpseg,mi_ratio_rappor,mi_ratio_dpseg,privacy_utility_score,js_divergence,n,prevalence
illicit,"marijuana,cocaine,crack,heroin,methamphetamine,inhalants,hallucinogens",200,30,0.7,0.7512807229609164,0.7512807229609164,0.7512807229609164,0.012784435002267145,0.0004953790473344622,0.00010344815543441438,0.038748606977673516,0.008091726808112307,0.5730562536492166,0.3110069354915299,173729,0.24872646478135488
nicotine,"tobacco,nicotine_vaping",500,30,0.7,0.7405103392661713,0.7403951385288866,0.7403951385288866,0.036875651586513944,0.001583507182230447,0.00014346077807893091,0.04294180886581439,0.003890393034611407,0.5204111519519629,0.42271189952752897,115739,0.2595927042742723
prescription_misuse,"opioid_misuse,tranquilizer_misuse,sedative_misuse,stimulant_misuse,pain_reliever_misuse",100,30,0.7,0.6806155144956734,0.6805003933306472,0.6805003933306472,0.005757084671856853,0.00020226781278486947,8.632068948731726e-05,0.03513372206833139,0.014993819686080096,0.5825248250941131,0.16819123240061928,173729,0.3195033644354138
