group,members,K_new,B,alpha,acc_baseline,acc_rappor,acc_dpseg,mi_baseline,mi_rappor,mi_dpseg,mi_ratio_rappor,mi_ratio_dpseg,privacy_utility_score,js_divergence,n,prevalence,epsilon
prescription_misuse,"opioid_misuse,tranquilizer_misuse,sedative_misuse,stimulant_misuse,pain_reliever_misuse",1500,30,0.7,0.0,0.0005996641880546894,0.0,0.026790956454924145,0.0030011119719993117,8.04156003666361e-05,0.1120195905304348,0.0030015949785867314,0.0,0.5403230178522054,173729,0.3195033644354138,3
prescription_misuse,"opioid_misuse,tranquilizer_misuse,sedative_misuse,stimulant_misuse,pain_reliever_misuse",1000,30,0.7,0.002157626610728199,0.0,0.0,0.021192141416489937,0.002055563618010057,8.006420330024331e-05,0.09699650344965095,0.0037780138272361704,0.0,0.5185541510238497,173729,0.3195033644354138,3
prescription_misuse,"opioid_misuse,tranquilizer_misuse,sedative_misuse,stimulant_misuse,pain_reliever_misuse",500,30,0.7,0.0007199856002879943,0.0,0.0,0.013613707758341339,0.000919721261777993,5.1625614412485754e-05,0.0675584696031443,0.0037921788339296404,0.0,0.4086522782623765,173729,0.3195033644354138,3
prescription_misuse,"opioid_misuse,tranquilizer_misuse,sedative_misuse,stimulant_misuse,pain_reliever_misuse",200,30,0.7,0.002756141402037148,0.0,0.0,0.00804412089053347,0.0005030405838970728,8.32094048640983e-05,0.06253518448349825,0.010344126598348526,0.0,0.3110069354915299,173729,0.3195033644354138,3
prescription_misuse,"opioid_misuse,tranquilizer_misuse,sedative_misuse,stimulant_misuse,pain_reliever_misuse",100,30,0.7,0.0032335329341317367,0.0,0.0,0.005757084671856853,0.00020226781278486947,8.632068948731726e-05,0.03513372206833139,0.014993819686080096,0.0,0.16819123240061928,173729,0.3195033644354138,3
prescription_misuse,"opioid_misuse,tranquilizer_misuse,sedative_misuse,stimulant_misuse,pain_reliever_misuse",50,30,0.7,0.002875112309074573,0.0,0.0,0.002754682835833244,0.00011572261565752617,6.616066461979757e-05,0.04200941544056998,0.024017525269759456,0.0,0.08411959626839256,173729,0.3195033644354138,3
prescription_misuse,"opioid_misuse,tranquilizer_misuse,sedative_misuse,stimulant_misuse,pain_reliever_misuse",30,30,0.7,0.002755976274639027,0.0,0.0,0.0023473950675974957,5.7117468951066e-05,5.7117468951066e-05,0.02433227782553211,0.02433227782553211,0.0,0.0693666781336821,173729,0.3195033644354138,3
