group,members,n,prevalence,B,alpha,f1_tree_baseline,f1_tree_rappor,f1_tree_dpseg,f1_logreg_baseline,f1_logreg_rappor,f1_logreg_dpseg,delta_tree_rappor,delta_tree_dpseg,delta_logreg_rappor,delta_logreg_dpseg,match_rappor,hamming_rappor,match_dpseg,hamming_dpseg,sim_rappor,sim_dpseg,leaves_base,leaves_rappor,leaves_dpseg,depth_base,depth_rappor,depth_dpseg,mi_baseline,mi_rappor,mi_dpseg,mi_ratio_rappor,mi_ratio_dpseg,epsilon,js_global
illicit,"marijuana,cocaine,crack,heroin,methamphetamine,inhalants,hallucinogens",173729,0.24872646478135488,30,0.7,0.46704049200237735,0.3308624484529562,0.3433539780848023,0.46702914422655706,0.33047580399715937,0.3433539780848023,-0.13617804354942115,-0.12368651391757507,-0.1365533402293977,-0.12367516614175478,0.003131313712736503,0.9968686862872636,0.04521985391040068,0.9547801460895993,0.6691068814055637,0.02260327357755261,627,514,30,627,514,30,0.038761922583588224,0.0013792519276266454,7.48722530074953e-05,0.03558265007759496,0.0019315928627130629,10.0,0.4003606511606134
nicotine,"tobacco,nicotine_vaping",115739,0.2595927042742723,30,0.7,0.4967758144209028,0.33642332947083814,0.3405549220828582,0.49712523956336974,0.3363987635239567,0.3405549220828582,-0.16035248495006466,-0.1562208923380446,-0.16072647603941304,-0.15657031748051153,0.002756201453269857,0.9972437985467302,0.03520852953628423,0.9647914704637157,0.7277648878576953,0.02348178137651822,603,515,30,603,515,30,0.0581650287371821,0.00216173471676229,0.0001014572610196769,0.037165540251515375,0.0017443000239561503,10.0,0.4003606511606134
prescription_misuse,"opioid_misuse,tranquilizer_misuse,sedative_misuse,stimulant_misuse,pain_reliever_misuse",173729,0.3195033644354138,30,0.7,0.477147235533069,0.38402923006658496,0.3863603594944009,0.47861176413562445,0.38012948449593537,0.4080026382323843,-0.09311800546648402,-0.09078687603866809,-0.09848227963968909,-0.07060912590324014,0.0032406794490269326,0.996759320550973,0.05100472575102602,0.948995274248974,0.6735294117647059,0.022673964034401875,625,514,30,625,514,30,0.02312494244032078,0.0015970223259395267,7.844458356571962e-05,0.06906059680196001,0.0033922066516776793,10.0,0.4003606511606134
