group,members,K_new,B,alpha,acc_baseline,acc_rappor,acc_dpseg,mi_baseline,mi_rappor,mi_dpseg,mi_ratio_rappor,mi_ratio_dpseg,privacy_utility_score,js_divergence,n,prevalence,epsilon,js_global
illicit,"marijuana,cocaine,crack,heroin,methamphetamine,inhalants,hallucinogens",639,30,0.7,0.4153650038242543,0.005648854961832061,0.3904405124259959,0.038761922583588224,0.0014304804365191826,7.855902287173464e-05,0.03690426947823396,0.0020267060464383797,0.27838322109018376,0.4025288984622769,173729,0.24872646478135488,5,0.40247649792706774
illicit,"marijuana,cocaine,crack,heroin,methamphetamine,inhalants,hallucinogens",639,30,0.7,0.4153650038242543,0.005648854961832061,0.3904405124259959,0.038761922583588224,0.0014304804365191826,7.855902287173464e-05,0.03690426947823396,0.0020267060464383797,0.27838322109018376,0.4025288984622769,173729,0.24872646478135488,5,0.40247649792706774
illicit,"marijuana,cocaine,crack,heroin,methamphetamine,inhalants,hallucinogens",500,30,0.7,0.4147080611488989,0.39791415964701166,0.1645818257004032,0.033450813670464874,0.0012032288152365855,6.0030230566672504e-05,0.03597009110421032,0.0017945820737890067,0.11937173370047566,0.3787336465546146,173729,0.24872646478135488,5,0.40247649792706774
illicit,"marijuana,cocaine,crack,heroin,methamphetamine,inhalants,hallucinogens",200,30,0.7,0.4045666505869111,0.39652064885197086,0.1764765372168285,0.01614016299894526,0.00047862313431757075,0.00011645238012646889,0.029654169809118298,0.007215068406315284,0.14564013693903152,0.21173009670202259,173729,0.24872646478135488,5,0.40247649792706774
illicit,"marijuana,cocaine,crack,heroin,methamphetamine,inhalants,hallucinogens",100,30,0.7,0.41022122498933744,0.026413717621306093,0.3926562525774046,0.010869994790424851,0.00030867204894909593,0.000138821435205863,0.028396706245066336,0.012771067317175522,0.35585520397193515,0.10341579438689859,173729,0.24872646478135488,5,0.40247649792706774
illicit,"marijuana,cocaine,crack,heroin,methamphetamine,inhalants,hallucinogens",50,30,0.7,0.38258113350364276,0.04135497529992943,0.04135497529992943,0.004754605989759123,0.0001130457242230344,7.069034046178722e-05,0.02377604463261981,0.014867759939319079,0.04012969992910824,0.030532881456520194,173729,0.24872646478135488,5,0.40247649792706774
illicit,"marijuana,cocaine,crack,heroin,methamphetamine,inhalants,hallucinogens",30,30,0.7,0.341165210410942,0.032234853935818104,0.032234853935818104,0.0036211629963585007,6.278349348098509e-05,6.278349348098509e-05,0.017337936332642627,0.017337936332642627,0.03165946728579354,0.018174236629773022,173729,0.24872646478135488,5,0.40247649792706774
nicotine,"tobacco,nicotine_vaping",639,30,0.7,0.4377513087019194,0.4101174345076784,0.12783711615487317,0.0581650287371821,0.002111759712020153,0.00013266517310806013,0.03630634692131093,0.002280840841796983,0.09092983136235723,0.40588753151250956,115739,0.2595927042742723,5,0.40247649792706774
nicotine,"tobacco,nicotine_vaping",639,30,0.7,0.4377513087019194,0.4101174345076784,0.12783711615487317,0.0581650287371821,0.002111759712020153,0.00013266517310806013,0.03630634692131093,0.002280840841796983,0.09092983136235723,0.40588753151250956,115739,0.2595927042742723,5,0.40247649792706774
nicotine,"tobacco,nicotine_vaping",500,30,0.7,0.4338589795098433,0.010455238510128513,0.4065636685691793,0.04884532494027799,0.0015574873059985474,0.00015249222884414562,0.031886107992993185,0.0031219411280525664,0.2938458422709167,0.3835951035656999,115739,0.2595927042742723,5,0.40247649792706774
nicotine,"tobacco,nicotine_vaping",200,30,0.7,0.42660253923926256,0.04421352893235534,0.40216925211249843,0.024800723587938486,0.0006729787151126556,0.00011559536580079636,0.02713544678349426,0.004660967466974015,0.3279479316323791,0.2263204409025498,115739,0.2595927042742723,5,0.40247649792706774
nicotine,"tobacco,nicotine_vaping",100,30,0.7,0.42635546113326156,0.033270950301517985,0.13468742195954383,0.016369224450252063,0.00041846911150695144,0.00013218154588976198,0.02556438228205171,0.008075003570967992,0.12072959175172879,0.11561233667151173,115739,0.2595927042742723,5,0.40247649792706774
nicotine,"tobacco,nicotine_vaping",50,30,0.7,0.4173686778337941,0.40199286139202856,0.40779702970297027,0.00940601574490652,0.00011007975045777873,4.916503010088521e-05,0.011703122070297228,0.005226977227579989,0.39318045628033804,0.03717522880183699,115739,0.2595927042742723,5,0.40247649792706774
nicotine,"tobacco,nicotine_vaping",30,30,0.7,0.3900504987270982,0.15259664193674347,0.15259664193674347,0.006992898468965434,7.872374172157885e-05,7.872374172157896e-05,0.011257669773264369,0.011257669773264384,0.14913851091818614,0.023187377943275647,115739,0.2595927042742723,5,0.40247649792706774
prescription_misuse,"opioid_misuse,tranquilizer_misuse,sedative_misuse,stimulant_misuse,pain_reliever_misuse",639,30,0.7,0.4872345648705045,0.0033428844317096467,0.47583427472292616,0.02312494244032078,0.001465202065755226,5.815704130200314e-05,0.06336024703786901,0.0025149053430982902,0.3392687845823552,0.4025288984622769,173729,0.3195033644354138,5,0.40247649792706774
prescription_misuse,"opioid_misuse,tranquilizer_misuse,sedative_misuse,stimulant_misuse,pain_reliever_misuse",639,30,0.7,0.4872345648705045,0.0033428844317096467,0.47583427472292616,0.02312494244032078,0.001465202065755226,5.815704130200314e-05,0.06336024703786901,0.0025149053430982902,0.3392687845823552,0.4025288984622769,173729,0.3195033644354138,5,0.40247649792706774
prescription_misuse,"opioid_misuse,tranquilizer_misuse,sedative_misuse,stimulant_misuse,pain_reliever_misuse",500,30,0.7,0.48851618914511996,0.010379194432977532,0.155575785161584,0.021098258323166048,0.001047885550139541,7.926704731355894e-05,0.04966692198421681,0.003757042221182927,0.11283962319361682,0.3787336465546146,173729,0.3195033644354138,5,0.40247649792706774
prescription_misuse,"opioid_misuse,tranquilizer_misuse,sedative_misuse,stimulant_misuse,pain_reliever_misuse",200,30,0.7,0.48812376763233734,0.026815513868109105,0.08990275191392509,0.011953532387043098,0.00044188146077541216,9.443697317766057e-05,0.03696660087309294,0.007900340260927766,0.07419371042991692,0.21173009670202259,173729,0.3195033644354138,5,0.40247649792706774
