epsilon,drug,B,alpha,js_global,n,prevalence,acc_tree_baseline,acc_tree_rappor,acc_tree_dpseg,acc_logreg_baseline,acc_logreg_rappor,acc_logreg_dpseg,delta_tree_rappor,delta_tree_dpseg,delta_logreg_rappor,delta_logreg_dpseg,match_rappor,hamming_rappor,match_dpseg,hamming_dpseg,mi_baseline,mi_rappor,mi_dpseg,mi_ratio_rappor,mi_ratio_dpseg,privacy_utility_score
10.0,marijuana,30,0.7,0.4003606511606134,173729,0.2363278439408504,0.3987220008245156,0.3820931790214801,0.3767324860661263,0.45853000674308836,0.322921249450066,0.33578363384188625,-0.016628821803035487,-0.021989514758389284,-0.13560875729302235,-0.1227463729012021,0.003056484524748315,0.9969435154752517,0.05079175036982887,0.9492082496301711,0.039295271960494954,0.0014437382543015023,7.732838009125902e-05,0.0367407624956241,0.0019678800077780403,0.2690253298347764
10.0,cocaine,30,0.7,0.4003606511606134,173729,0.019357735323405994,0.04237214927436075,0.03820591697998557,0.03830216630525796,0.06908256880733946,0.039093554071220754,0.03957294463623578,-0.004166232294375176,-0.004069982969102784,-0.029989014736118702,-0.029509624171103678,0.0030161918850623672,0.9969838081149376,0.08392381237444525,0.9160761876255548,0.01013308479996462,0.001660765118059015,0.0001242417036404073,0.16389531429410456,0.012260995155279971,0.027351644216447583
10.0,crack,30,0.7,0.4003606511606134,173729,0.0028895578746208177,0.006547579812361304,0.0,0.005799827572693785,0.012658227848101266,0.00646531818601644,0.00590045096303789,-0.006547579812361304,-0.0007477522396675184,-0.006192909662084825,-0.006757776885063376,0.00326370381456176,0.9967362961854382,0.19537900983716017,0.8046209901628398,0.00417744958071124,0.0016005009337727782,0.0001152787158586422,0.3831287255178031,0.02759547748725077,0.00414166705404562
10.0,heroin,30,0.7,0.4003606511606134,173729,0.003154338078271331,0.007153515316422365,0.00796812749003984,0.0063070210234034115,0.01611295681063123,0.005667698478440947,0.006449393756986843,0.0008146121736174756,-0.0008464942930189534,-0.010445258332190283,-0.009663563053644388,0.0029413626970741786,0.9970586373029259,0.18657794611147246,0.8134220538885275,0.004382365129632597,0.0014272939193521574,8.089645973008445e-05,0.3256903240903199,0.01845954349697615,0.00450385478781925
10.0,methamphetamine,30,0.7,0.4003606511606134,173729,0.008593844435874264,0.01911978501255562,0.017159786079796853,0.017071069346210103,0.04434250764525994,0.01770525950355841,0.017368868191686856,-0.001959998932758767,-0.0020487156663455165,-0.026637248141701528,-0.026973639453573083,0.003142825895503917,0.996857174104496,0.16031865721900201,0.8396813427809979,0.008466845057088218,0.0015171219218774277,5.2733286937814734e-05,0.1791838532119273,0.006228209750179356,0.012190480596596075
10.0,inhalants,30,0.7,0.4003606511606134,173729,0.012467693937108946,0.026549218959023648,0.0,0.012084592145015106,0.039951573849878935,0.02483355797900584,0.025910554284162755,-0.026549218959023648,-0.014464626814008542,-0.015118015870873094,-0.01404101956571618,0.003033460159213488,0.9969665398407865,0.0723770930587294,0.9276229069412706,0.005385106667635345,0.0014928936971395652,4.957539318243786e-05,0.27722639295371837,0.009206018792605814,0.008629628471065251
10.0,hallucinogens,30,0.7,0.4003606511606134,173729,0.037564252370070626,0.07851967085601998,0.07239229552433238,0.0724858843277888,0.12186291450670617,0.0729050279329609,0.07027161724395714,-0.006127375331687598,-0.00603378652823118,-0.048957886573745266,-0.051591297262749025,0.003327020819782535,0.9966729791802175,0.053842478803193476,0.9461575211968065,0.013547617218109237,0.0015957926820489967,6.543916547308167e-05,0.11779139138326734,0.0048303081213136485,0.05176229728228423
10.0,tobacco,30,0.7,0.4003606511606134,173729,0.16289163006751894,0.302540500736377,0.010516689529035207,0.09695584754753937,0.40186823015005463,0.24246047165017784,0.23973042362002567,-0.2920238112073418,-0.20558465318883762,-0.1594077584998768,-0.16213780653002896,0.003171606352422451,0.9968283936475776,0.04450034248743733,0.9554996575125627,0.05429988181042541,0.001533065348331902,8.788167400013754e-05,0.02823330911997599,0.0016184505577186087,0.06923634098629003
10.0,nicotine_vaping,30,0.7,0.4003606511606134,115739,0.1784532439367888,0.3278776929921536,0.3026682986536108,0.29594272076372313,0.4122025176881375,0.2596555323590814,0.2551625810605712,-0.0252093943385428,-0.03193497222843045,-0.15254698532905608,-0.15703993662756627,0.003421491459231547,0.9965785085407685,0.03939899256084811,0.9606010074391519,0.05483569776743507,0.0021557867595925024,0.00011016398832447666,0.0393135648375527,0.0020089830677763173,0.21133321656706575
10.0,opioid_misuse,30,0.7,0.4003606511606134,173729,0.22239810279227992,0.37221374045801525,0.3635360509473817,0.14823222291583907,0.3906582997868814,0.3157343180797445,0.31017770597738287,-0.00867768951063358,-0.22398151754217618,-0.07492398170713688,-0.08048059380949851,0.0029816553367601265,0.9970183446632399,0.04953692244818079,0.9504630775518192,0.020121341735948026,0.0014012355885868629,0.0001202926084715168,0.06963927192208402,0.005978359199406995,0.10585289067711577
10.0,tranquilizer_misuse,30,0.7,0.4003606511606134,173729,0.09864213804258357,0.12740167633784655,0.17965482090758902,0.09682939104177152,0.25456872644528195,0.16454565063322343,0.15992927750542474,0.05225314456974248,-0.03057228529607503,-0.09002307581205851,-0.09463944893985721,0.0032234111748758124,0.9967765888251242,0.05073994554737551,0.9492600544526245,0.024262844133152273,0.0015854693045095642,8.938761744991825e-05,0.0653455669009228,0.0036841359965619517,0.06914603817346603
10.0,sedative_misuse,30,0.7,0.4003606511606134,173729,0.042117320654582714,0.11339846475924634,0.0806672845227062,0.0802458219117517,0.12302779864763336,0.07835325365205843,0.07708742097231305,-0.03273118023654013,-0.03315264284749464,-0.044674544995574925,-0.045940377675320304,0.0032176550834921054,0.9967823449165079,0.06841114609535541,0.9315888539046446,0.009880353638596753,0.0016368886378078798,0.00010173700440176294,0.1656710577052136,0.010296899091175852,0.057303682337292376
10.0,stimulant_misuse,30,0.7,0.4003606511606134,173729,0.0796470364763511,0.11082547843473294,0.14774716832815235,0.1445272410869662,0.1956482647005934,0.13550173495496126,0.13893538667559424,0.036921689893419415,0.03370176265223328,-0.060146529745632143,-0.056712878024999164,0.0034191182819218436,0.9965808817180781,0.05361799123922891,0.946382008760771,0.01357721918821553,0.0016406850222487218,9.227611369078863e-05,0.12084102049945317,0.006796392723104928,0.10320715664724127
10.0,pain_reliever_misuse,30,0.7,0.4003606511606134,173729,0.22173039619176993,0.3726790450928382,0.013209597859710726,0.3574978174736418,0.39089161959117114,0.30785334693220245,0.3080979880283733,-0.3594694472331275,-0.015181227619196436,-0.08303827265896868,-0.08279363156279784,0.003315508637015121,0.9966844913629849,0.052691260526452115,0.9473087394735479,0.019851978802733566,0.0016534312003240713,6.324066253063018e-05,0.08328797933717308,0.0031856100169682885,0.25528981921717736
