drug,K_new,B,alpha,acc_baseline,acc_rappor,acc_dpseg,mi_baseline,mi_rappor,mi_dpseg,mi_ratio_rappor,mi_ratio_dpseg,privacy_utility_score,js_divergence,n,prevalence
sedative_misuse,1500,30,0.7,0.0,0.0,0.0,0.011682373253776732,0.003354102096860302,0.00010334129421006463,0.28710793808749197,0.00884591614778752,0.0,0.5403230178522054,173729,0.042117320654582714
sedative_misuse,1000,30,0.7,0.0,0.0,0.0,0.009186996443428186,0.002204076632014133,0.00011208136463412643,0.23991264670520193,0.012200000873441348,0.0,0.5185541510238497,173729,0.042117320654582714
sedative_misuse,500,30,0.7,0.0,0.0,0.0,0.005886552317505743,0.0010614182497790583,8.706666637689199e-05,0.1803123785416051,0.014790774239442075,0.0,0.4086522782623765,173729,0.042117320654582714
sedative_misuse,200,30,0.7,0.0,0.0,0.0,0.0032847007846514512,0.00042120805563904026,6.81003971674326e-05,0.12823331050646544,0.020732602946864433,0.0,0.3110069354915299,173729,0.042117320654582714
sedative_misuse,100,30,0.7,0.0,0.0,0.0,0.0022650314841053815,0.00023816516211419697,7.140439188448158e-05,0.10514872035355613,0.03152467962832055,0.0,0.16819123240061928,173729,0.042117320654582714
sedative_misuse,50,30,0.7,0.0,0.0,0.0,0.0012655581992671782,0.0001326355290095188,8.742692428891389e-05,0.10480397431451309,0.06908170982538651,0.0,0.08411959626839256,173729,0.042117320654582714
sedative_misuse,30,30,0.7,0.0,0.0,0.0,0.0010434308413116845,6.945270041355123e-05,6.945270041355123e-05,0.06656186271650075,0.06656186271650075,0.0,0.0693666781336821,173729,0.042117320654582714
