group,members,K_new,B,alpha,acc_baseline,acc_rappor,acc_dpseg,mi_baseline,mi_rappor,mi_dpseg,mi_ratio_rappor,mi_ratio_dpseg,privacy_utility_score,js_divergence,n,prevalence,epsilon
illicit,"marijuana,cocaine,crack,heroin,methamphetamine,inhalants,hallucinogens",1500,30,0.7,0.001539882968894364,0.0,0.0,0.04264200976660754,0.0030939847236482626,6.835067569529833e-05,0.07255719748160476,0.0016028952685251468,0.0,0.5403230178522054,173729,0.24872646478135488,5
nicotine,"tobacco,nicotine_vaping",1500,30,0.7,0.01206140350877193,0.0,0.0,0.06327667268208582,0.0042915275699903135,6.170009695629329e-05,0.06782163770765529,0.0009750844085352978,0.0,0.558081364612609,115739,0.2595927042742723,5
prescription_misuse,"opioid_misuse,tranquilizer_misuse,sedative_misuse,stimulant_misuse,pain_reliever_misuse",1500,30,0.7,0.0,0.0005996641880546894,0.0,0.026790956454924145,0.0030011119719993117,8.04156003666361e-05,0.1120195905304348,0.0030015949785867314,0.0,0.5403230178522054,173729,0.3195033644354138,5
