group,members,K_new,B,alpha,f1_baseline,f1_rappor,f1_dpseg,mi_baseline,mi_rappor,mi_dpseg,mi_ratio_rappor,mi_ratio_dpseg,privacy_utility_score,js_divergence,n,prevalence,epsilon,js_global
illicit,"marijuana,cocaine,crack,heroin,methamphetamine,inhalants,hallucinogens",639,30,0.7,0.46704049200237735,0.325445037240505,0.32670077695660416,0.038761922583588224,0.0014251460324483309,0.00013002691564529406,0.036766649780466176,0.00335450119546824,0.23261709097401145,0.4044573233576545,173729,0.24872646478135488,3.0,0.4052837335586774
illicit,"marijuana,cocaine,crack,heroin,methamphetamine,inhalants,hallucinogens",500,30,0.7,0.45570150191009473,0.3367845772017348,0.31910614525139663,0.033450813670464874,0.001208032559212778,9.525986254286297e-05,0.03611369729637999,0.0028477592049419086,0.23117160653928093,0.3803864152199581,173729,0.24872646478135488,3.0,0.4052837335586774
illicit,"marijuana,cocaine,crack,heroin,methamphetamine,inhalants,hallucinogens",200,30,0.7,0.4044866855038959,0.31925064242491225,0.3067305688685143,0.01614016299894526,0.0005223595977814582,0.00010846075822030891,0.03236396050124115,0.006719929546399048,0.2524993176467684,0.2147778129745767,173729,0.24872646478135488,3.0,0.4052837335586774
illicit,"marijuana,cocaine,crack,heroin,methamphetamine,inhalants,hallucinogens",100,30,0.7,0.3852675313008815,0.3296111096717361,0.3081040200127989,0.010869994790424851,0.00023863824900154367,6.732937661543467e-05,0.021953851276152868,0.006194057854999498,0.27703374626869043,0.11215338984000131,173729,0.24872646478135488,3.0,0.4052837335586774
illicit,"marijuana,cocaine,crack,heroin,methamphetamine,inhalants,hallucinogens",50,30,0.7,0.36996598266213104,0.3216583658635079,0.33325704986396115,0.004754605989759123,0.00015169428638119487,5.8806023759609086e-05,0.0319047018213343,0.01236822228514214,0.3222076256063988,0.03429287012300582,173729,0.24872646478135488,3.0,0.4052837335586774
illicit,"marijuana,cocaine,crack,heroin,methamphetamine,inhalants,hallucinogens",30,30,0.7,0.3346879916098584,0.32353339655873187,0.32353339655873187,0.0036211629963585007,7.377930469168632e-05,7.377930469168632e-05,0.02037447769290694,0.02037447769290694,0.31673971448862726,0.02144878510442841,173729,0.24872646478135488,3.0,0.4052837335586774
nicotine,"tobacco,nicotine_vaping",639,30,0.7,0.4967758144209028,0.34058136873426414,0.35060159234531757,0.0581650287371821,0.0023379450420075686,0.00014283774142635633,0.0401950294320586,0.0024557323279554583,0.2488345861772867,0.4089745229207209,115739,0.2595927042742723,3.0,0.4052837335586774
nicotine,"tobacco,nicotine_vaping",500,30,0.7,0.48436118711850135,0.34209320091673034,0.377040612414302,0.04884532494027799,0.0017829747803747064,0.00015283604478198883,0.0365024653342916,0.0031289799989836858,0.2718267053230167,0.3870624373210779,115739,0.2595927042742723,3.0,0.4052837335586774
nicotine,"tobacco,nicotine_vaping",200,30,0.7,0.4347638186611349,0.35055709804204377,0.29773036981344864,0.024800723587938486,0.000693037872544053,0.00011803398065181152,0.027944260178001546,0.00475929584204615,0.24218209833556154,0.22936572050391912,115739,0.2595927042742723,3.0,0.4052837335586774
nicotine,"tobacco,nicotine_vaping",100,30,0.7,0.4048957043527955,0.3395664275353797,0.35644942412749225,0.016369224450252063,0.00035800448951847847,0.00015520179109427016,0.021870583460230193,0.009481316085923685,0.31711307495500224,0.124045182236878,115739,0.2595927042742723,3.0,0.4052837335586774
nicotine,"tobacco,nicotine_vaping",50,30,0.7,0.40539183500057935,0.3342521060600179,0.3082846275164672,0.00940601574490652,0.000128105161856658,8.318818349872445e-05,0.013619492602489914,0.008844146741277988,0.2955919933908745,0.042939708819543745,115739,0.2595927042742723,3.0,0.4052837335586774
nicotine,"tobacco,nicotine_vaping",30,30,0.7,0.3900504987270982,0.3082849891225526,0.3082849891225526,0.006992898468965434,7.579474742316428e-05,7.579474742316428e-05,0.010838817088442263,0.010838817088442263,0.3000243731230543,0.02753314976883626,115739,0.2595927042742723,3.0,0.4052837335586774
prescription_misuse,"opioid_misuse,tranquilizer_misuse,sedative_misuse,stimulant_misuse,pain_reliever_misuse",639,30,0.7,0.477147235533069,0.38665684620684737,0.4098629900159917,0.02312494244032078,0.0015250275505000698,7.88830127039352e-05,0.06594730146618757,0.003411165796737048,0.2918301490543884,0.4044573233576545,173729,0.3195033644354138,3.0,0.4052837335586774
prescription_misuse,"opioid_misuse,tranquilizer_misuse,sedative_misuse,stimulant_misuse,pain_reliever_misuse",500,30,0.7,0.4776825862640223,0.39889859390164084,0.40036416929431096,0.021098258323166048,0.0010971888270537326,5.055359651278627e-05,0.05200376307123944,0.0023961028317336527,0.2900377494880771,0.3803864152199581,173729,0.3195033644354138,3.0,0.4052837335586774
prescription_misuse,"opioid_misuse,tranquilizer_misuse,sedative_misuse,stimulant_misuse,pain_reliever_misuse",200,30,0.7,0.44209750706127965,0.38444945112890083,0.33944670692318496,0.011953532387043098,0.0005081838095908552,7.330593823108366e-05,0.0425132749999235,0.006132575364127748,0.279431105258661,0.2147778129745767,173729,0.3195033644354138,3.0,0.4052837335586774
prescription_misuse,"opioid_misuse,tranquilizer_misuse,sedative_misuse,stimulant_misuse,pain_reliever_misuse",100,30,0.7,0.4249589168771921,0.39800041087447785,0.41530862112640377,0.007011919025747013,0.00020723873472576409,6.963976777889192e-05,0.02955520934637233,0.009931627493583737,0.373427465060509,0.11215338984000131,173729,0.3195033644354138,3.0,0.4052837335586774
prescription_misuse,"opioid_misuse,tranquilizer_misuse,sedative_misuse,stimulant_misuse,pain_reliever_misuse",50,30,0.7,0.4377813794345399,0.39305575026870415,0.39422224296448405,0.004107915383927057,0.00011905998856080909,9.856638764604983e-05,0.028983067427983615,0.02399425948054047,0.3811514652688268,0.03429287012300582,173729,0.3195033644354138,3.0,0.4052837335586774
prescription_misuse,"opioid_misuse,tranquilizer_misuse,sedative_misuse,stimulant_misuse,pain_reliever_misuse",30,30,0.7,0.427595064446585,0.4232860909690178,0.4232860909690178,0.0034370182485666707,8.142168710420332e-05,8.142168710420337e-05,0.023689628979467407,0.023689628979467425,0.4143977624152178,0.02144878510442841,173729,0.3195033644354138,3.0,0.4052837335586774
